protocol_type,service,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,attack_type
tcp,other,0,0,511,1,255,1,satan
tcp,ftp,0,0,271,18,255,18,neptune
tcp,http,374,6410,14,14,255,255,normal
tcp,efs,0,0,139,18,255,18,neptune
tcp,private,0,0,91,16,255,19,neptune
tcp,ftp_data,334,0,2,2,15,47,warezclient
tcp,http,334,2488,7,10,185,221,normal
tcp,nnsp,0,0,128,19,255,19,neptune
tcp,http,342,453,23,23,255,255,normal
tcp,private,0,0,139,3,255,2,neptune
tcp,gopher,0,0,285,18,255,19,neptune
tcp,daytime,0,0,104,5,255,7,neptune
tcp,http,244,9737,9,9,98,255,normal
tcp,ftp_data,12165,0,8,8,255,49,normal
tcp,http,273,5320,16,16,255,255,normal
tcp,finger,0,0,26,7,255,27,neptune
tcp,http,0,0,1,1,28,255,normal
tcp,hostnames,0,0,263,19,255,19,neptune
tcp,http,235,128,25,26,116,255,normal
tcp,ssh,0,0,236,24,255,24,neptune
tcp,http,271,732,6,7,111,255,normal
tcp,daytime,0,0,276,23,255,23,neptune
tcp,other,0,0,511,1,255,1,satan
tcp,private,0,0,229,10,255,10,neptune
udp,other,146,105,3,2,255,2,normal
tcp,smtp,848,330,1,1,143,73,normal
udp,domain_u,45,133,75,155,255,254,normal
tcp,auth,0,0,282,12,255,12,neptune
tcp,private,0,0,112,14,255,14,neptune
tcp,http,334,382,18,19,255,255,normal
tcp,http,0,0,1,1,255,1,neptune
tcp,finger,0,0,241,6,255,6,neptune
tcp,http,54540,8314,2,2,75,75,back
tcp,smtp,2931,326,2,1,255,128,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,http,289,901,12,32,39,255,normal
tcp,http,274,2592,1,1,25,255,normal
tcp,http,217,1856,27,27,255,255,normal
tcp,http,303,2991,22,22,22,255,normal
tcp,http,205,649,9,22,255,255,normal
tcp,http,0,0,2,9,20,255,normal
icmp,eco_i,8,0,1,23,2,80,ipsweep
tcp,http,227,717,2,23,255,255,normal
tcp,http,322,10220,5,5,255,255,normal
tcp,http,229,7149,6,6,255,255,normal
tcp,uucp_path,0,0,278,15,255,3,neptune
udp,domain_u,71,44,117,117,255,166,normal
udp,private,1,0,18,4,255,42,satan
icmp,eco_i,8,0,1,7,3,61,nmap
tcp,telnet,4866,72771,1,1,255,33,normal
icmp,eco_i,8,0,1,17,2,100,ipsweep
tcp,http,161,6684,10,10,37,255,normal
tcp,http,0,0,210,10,255,16,neptune
udp,domain_u,45,117,140,140,255,255,normal
tcp,efs,0,0,93,3,255,3,neptune
tcp,http,272,822,2,2,6,255,normal
tcp,http,307,1492,30,30,255,255,normal
tcp,ftp,1500,4152,1,1,206,49,normal
tcp,http,312,396,9,9,255,255,normal
tcp,http,233,275,16,16,255,255,normal
tcp,private,0,0,50,8,255,8,neptune
tcp,netbios_dgm,0,0,253,13,255,13,neptune
tcp,auth,0,0,11,4,255,4,neptune
tcp,http,336,354,1,1,163,255,normal
tcp,telnet,0,0,3,2,83,23,neptune
tcp,http,335,2370,10,10,135,255,normal
tcp,smtp,1478,387,1,1,255,48,normal
tcp,private,0,0,149,20,255,9,neptune
tcp,telnet,0,0,234,3,255,3,neptune
tcp,http,0,0,1,1,3,144,normal
tcp,Z39_50,0,0,237,21,255,21,neptune
tcp,ftp_data,641,0,1,1,7,81,normal
tcp,ldap,0,0,128,16,255,16,neptune
tcp,auth,14,37,1,1,168,8,normal
udp,domain_u,44,132,195,195,255,251,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,telnet,0,0,12,4,255,64,neptune
tcp,http,222,7208,2,2,255,255,normal
icmp,ecr_i,30,0,2,2,181,181,normal
tcp,supdup,0,0,268,3,255,3,neptune
tcp,http,320,2367,5,10,255,255,normal
tcp,private,0,0,87,1,255,18,neptune
tcp,http,295,1408,21,21,105,255,normal
tcp,private,0,0,134,18,255,8,neptune
tcp,http,260,7334,7,7,96,255,normal
udp,domain_u,44,73,314,313,255,254,normal
tcp,discard,0,0,214,2,255,2,neptune
tcp,ftp_data,748,0,1,2,92,5,normal
udp,private,207,0,2,2,94,78,nmap
tcp,http,253,1721,13,32,168,255,normal
tcp,ssh,0,0,228,17,255,16,neptune
tcp,bgp,0,0,269,7,255,7,neptune
icmp,eco_i,8,0,1,40,2,222,ipsweep
tcp,ftp_data,0,0,279,11,255,11,neptune
tcp,private,0,0,511,1,255,1,satan
icmp,ecr_i,1032,0,511,511,255,30,smurf
tcp,private,0,0,16,7,255,7,neptune
udp,domain_u,46,46,164,164,255,255,normal
udp,domain_u,44,44,145,145,255,254,normal
tcp,http,189,9345,3,4,3,255,normal
tcp,http,160,10210,1,1,5,255,normal
tcp,IRC,37681,40396,1,1,88,16,normal
tcp,smtp,1162,333,1,1,20,109,normal
tcp,http,323,343,11,12,55,255,normal
tcp,auth,10,36,2,1,98,10,normal
tcp,ftp_data,12,0,1,1,235,64,normal
tcp,uucp,0,0,3,3,255,3,neptune
udp,domain_u,75,43,131,131,255,166,normal
tcp,http,306,309,6,6,159,255,normal
udp,private,28,0,25,25,255,25,teardrop
tcp,http,325,856,5,5,104,255,normal
icmp,ecr_i,520,0,482,482,109,109,smurf
tcp,discard,0,0,270,3,255,3,neptune
tcp,http,176,925,24,25,45,255,normal
tcp,ftp_data,1342,0,6,6,187,79,normal
tcp,http,248,12635,7,7,255,228,normal
tcp,private,0,0,88,18,197,18,neptune
tcp,private,0,0,1,1,198,1,portsweep
tcp,auth,0,0,295,9,255,6,neptune
tcp,http,218,281,2,3,53,255,normal
tcp,ctf,0,0,289,23,255,23,neptune
tcp,vmnet,0,0,212,9,255,9,neptune
tcp,http,263,5264,26,30,255,255,normal
tcp,private,0,0,240,18,255,18,neptune
tcp,auth,0,0,206,3,255,3,neptune
tcp,login,0,0,76,5,255,5,neptune
udp,domain_u,42,125,77,157,255,254,normal
tcp,http,244,402,8,8,255,255,normal
tcp,http,243,281,4,16,67,255,normal
tcp,http,291,574,14,14,255,255,normal
tcp,private,0,0,239,14,255,14,neptune
tcp,smtp,932,327,1,1,12,171,normal
icmp,eco_i,8,0,1,13,1,99,ipsweep
tcp,http,259,459,2,3,23,255,normal
tcp,http,0,0,1,1,3,22,normal
tcp,http,374,1861,1,1,64,231,normal
tcp,ctf,0,0,119,17,199,17,neptune
tcp,http,277,13083,16,18,255,255,normal
tcp,auth,0,0,287,24,255,24,neptune
tcp,systat,0,0,285,24,255,24,neptune
tcp,other,0,0,511,1,255,1,satan
tcp,finger,9,0,1,1,35,10,normal
udp,domain_u,44,131,67,147,255,255,normal
tcp,private,0,0,118,15,255,15,neptune
tcp,http,348,14642,28,28,237,255,normal
tcp,private,0,0,116,7,255,19,neptune
udp,domain_u,45,45,190,190,255,255,normal
tcp,rje,0,0,210,5,255,5,neptune
tcp,other,0,0,418,1,255,1,satan
tcp,private,0,0,445,1,255,1,satan
tcp,http,293,2530,25,25,255,255,normal
tcp,http,0,0,1,2,145,255,normal
tcp,http,261,392,29,44,255,255,normal
tcp,http,164,4105,2,2,56,56,normal
tcp,ftp_data,16115,0,12,12,18,18,normal
tcp,systat,0,0,296,20,255,20,neptune
udp,domain_u,43,74,162,161,255,254,normal
tcp,private,0,0,2,1,255,1,portsweep
tcp,nnsp,0,0,225,13,255,13,neptune
tcp,telnet,101,4427,1,1,32,1,normal
tcp,http,294,2472,2,2,18,255,normal
tcp,http_443,0,0,220,24,255,24,neptune
tcp,http,199,601,4,4,90,101,normal
tcp,private,0,0,278,1,255,15,neptune
tcp,private,0,0,117,24,255,24,neptune
tcp,domain,0,0,274,16,255,17,neptune
tcp,http,0,0,147,18,255,18,neptune
udp,domain_u,111,44,1,1,255,237,normal
tcp,ctf,0,0,271,7,255,7,neptune
tcp,http,346,215,6,6,80,255,normal
tcp,http,202,1320,33,33,56,255,normal
tcp,netstat,0,0,143,22,255,21,neptune
tcp,ftp,0,0,283,24,255,24,neptune
tcp,http,229,306,3,10,19,255,normal
tcp,http,343,5121,16,21,38,255,normal
tcp,telnet,0,0,109,12,255,12,neptune
tcp,private,1,0,2,2,255,2,portsweep
tcp,private,0,0,111,4,12,6,neptune
tcp,uucp_path,0,0,213,13,255,13,neptune
udp,domain_u,44,67,172,172,255,255,normal
tcp,ftp_data,7045,0,3,2,255,83,warezclient
tcp,time,0,0,200,16,255,16,neptune
tcp,smtp,1101,331,1,1,200,149,normal
tcp,http,289,174,13,13,18,255,normal
tcp,klogin,0,0,146,13,255,5,neptune
tcp,http,249,1092,11,11,255,255,normal
tcp,private,1,0,2,2,255,2,portsweep
tcp,http,329,2189,5,5,124,255,normal
tcp,http,280,5592,1,1,69,255,normal
tcp,courier,0,0,117,9,255,9,neptune
tcp,http,181,14276,1,1,85,255,normal
udp,domain_u,44,132,195,197,255,255,normal
icmp,eco_i,8,0,1,29,2,114,ipsweep
udp,domain_u,43,43,226,226,255,255,normal
tcp,Z39_50,0,0,238,17,255,4,neptune
tcp,http,231,417,1,1,17,17,normal
udp,private,105,0,2,2,187,171,normal
tcp,private,0,0,114,1,239,1,satan
tcp,smtp,1143,329,1,1,162,119,normal
tcp,private,0,0,217,1,255,1,satan
tcp,http,233,2239,6,6,255,248,normal
icmp,ecr_i,1032,0,437,437,255,255,smurf
tcp,private,0,0,268,10,255,10,neptune
tcp,http,328,1912,8,24,255,255,normal
tcp,ctf,0,0,278,5,255,5,neptune
tcp,ftp,1250,2451,1,1,255,135,warezclient
udp,domain_u,45,136,66,146,255,254,normal
tcp,csnet_ns,0,0,205,14,255,14,neptune
udp,domain_u,44,132,59,139,255,255,normal
tcp,efs,0,0,149,16,255,17,neptune
tcp,http,273,4834,1,1,6,9,normal
icmp,eco_i,8,0,1,50,2,58,ipsweep
tcp,http,191,1392,1,3,1,255,normal
tcp,private,0,0,271,18,255,28,neptune
tcp,courier,0,0,111,12,255,12,neptune
tcp,http,308,1924,8,8,180,255,normal
tcp,ftp_data,203,0,2,2,87,72,normal
tcp,http,228,4781,12,12,255,255,normal
tcp,telnet,0,0,99,25,255,1,neptune
tcp,http,166,24084,2,2,2,255,normal
tcp,http,263,3253,2,5,231,255,normal
tcp,http,224,5024,9,18,9,255,normal
tcp,http,330,350,10,10,221,255,normal
tcp,time,0,4,1,1,24,24,normal
udp,private,28,0,5,5,218,5,teardrop
icmp,eco_i,8,0,1,15,1,35,ipsweep
tcp,http,368,2751,3,9,23,231,normal
tcp,ftp_data,192,0,1,1,5,46,normal
tcp,smtp,2277,328,1,1,247,186,normal
tcp,sunrpc,0,0,208,20,255,20,neptune
tcp,http,147,3253,1,1,5,255,normal
tcp,http,302,2039,5,5,5,255,normal
udp,private,28,0,51,51,255,51,teardrop
tcp,smtp,651,480,1,1,255,36,normal
tcp,smtp,4071,332,1,1,178,244,normal
tcp,http,218,13294,3,5,3,255,normal
tcp,uucp,0,0,105,4,255,4,neptune
tcp,gopher,0,0,279,10,255,10,neptune
tcp,finger,0,0,50,12,255,55,neptune
tcp,private,0,0,122,6,255,7,neptune
tcp,http,187,1330,7,8,76,255,normal
tcp,time,0,0,226,4,255,13,neptune
udp,domain_u,43,69,123,123,255,255,normal
tcp,smtp,1701,328,1,2,255,122,normal
tcp,private,0,0,299,20,255,5,neptune
udp,domain_u,44,44,6,7,106,103,normal
tcp,http,228,294,21,21,88,255,normal
icmp,eco_i,8,0,1,33,2,74,ipsweep
tcp,http,206,771,14,21,255,255,normal
udp,domain_u,44,73,220,220,255,254,normal
udp,domain_u,45,139,245,245,255,251,normal
tcp,smtp,60814,387,1,2,255,36,normal
tcp,http,216,16904,17,18,255,255,normal
tcp,private,0,0,121,11,255,14,neptune
tcp,private,0,0,218,20,79,18,neptune
tcp,hostnames,0,0,267,1,255,1,neptune
tcp,iso_tsap,0,0,146,24,255,24,neptune
tcp,http,344,3123,5,5,55,255,normal
tcp,http,54540,8314,4,4,28,28,back
tcp,http,257,2616,9,9,61,255,normal
tcp,other,0,0,1,1,255,1,portsweep
tcp,http,197,7712,3,3,27,255,normal
tcp,http,328,10613,2,2,21,255,normal
icmp,eco_i,8,0,1,5,2,50,nmap
tcp,http,295,955,18,18,255,255,normal
tcp,Z39_50,0,0,297,20,255,20,neptune
tcp,http,282,362,10,11,255,255,normal
tcp,other,1,0,2,2,255,2,portsweep
udp,domain_u,44,133,77,159,255,254,normal
tcp,ftp,225,756,1,1,163,44,normal
tcp,http_443,0,0,82,16,255,16,neptune
tcp,private,0,0,137,16,193,16,neptune
tcp,private,0,0,12,3,255,3,neptune
tcp,http,191,24802,4,4,255,255,normal
tcp,http,164,19950,1,1,187,255,normal
tcp,private,0,0,133,12,255,13,neptune
udp,other,145,105,1,1,255,3,normal
tcp,private,0,0,27,2,197,2,portsweep
tcp,ftp,1487,4152,1,1,17,11,normal
tcp,other,0,0,510,1,255,1,satan
tcp,http,245,299,15,15,255,255,normal
tcp,private,0,0,209,12,255,18,neptune
tcp,http,325,5888,1,1,82,255,normal
udp,domain_u,42,42,9,21,255,177,normal
tcp,http,265,260,4,4,81,255,normal
tcp,http,342,1555,21,22,255,255,normal
tcp,ftp_data,22,0,2,2,255,36,normal
tcp,http,280,24293,1,1,255,255,normal
tcp,ldap,0,0,277,10,255,10,neptune
tcp,http,217,1786,1,1,26,255,normal
tcp,http,332,334,11,11,138,255,normal
icmp,eco_i,8,0,1,27,2,37,ipsweep
icmp,ecr_i,1032,0,120,120,255,120,smurf
icmp,ecr_i,1032,0,510,510,255,219,smurf
tcp,http,323,1119,19,20,67,255,normal
udp,domain_u,45,83,307,307,255,218,normal
tcp,http,249,7255,1,1,191,255,normal
tcp,time,0,0,1,1,135,1,portsweep
tcp,http,323,608,26,26,255,255,normal
udp,domain_u,36,0,1,1,79,121,normal
tcp,private,0,0,1,1,234,1,portsweep
tcp,http,317,2006,7,7,255,255,normal
tcp,http,280,263,26,28,255,255,normal
tcp,ftp_data,960,0,2,2,255,119,normal
tcp,netbios_dgm,0,0,266,5,255,5,neptune
udp,domain_u,44,76,216,221,255,254,normal
tcp,http,299,25796,1,5,255,255,normal
tcp,private,0,0,229,6,255,6,neptune
tcp,smtp,844,334,1,1,74,126,normal
tcp,ftp_data,0,0,138,2,255,2,neptune
tcp,mtp,0,0,268,5,255,5,neptune
tcp,private,0,0,18,1,255,1,portsweep
tcp,http,220,3238,10,10,10,46,normal
tcp,uucp_path,0,0,235,2,255,2,neptune
icmp,eco_i,8,0,1,45,1,127,ipsweep
tcp,private,0,0,280,5,255,7,neptune
tcp,http,295,4380,29,30,255,255,normal
tcp,ftp,1051,3081,1,2,114,2,normal
tcp,http,284,3495,8,8,57,255,normal
tcp,private,0,0,153,19,255,19,neptune
tcp,finger,6,269,1,1,216,2,normal
tcp,private,0,0,104,1,29,1,neptune
tcp,http,364,3798,10,10,254,255,normal
tcp,ftp_data,8766,0,4,4,11,87,normal
tcp,private,0,0,146,11,255,10,neptune
udp,domain_u,45,111,57,207,197,196,normal
tcp,http,352,8260,2,16,70,255,normal
tcp,http,0,0,1,1,2,255,normal
udp,domain_u,44,128,79,159,255,211,normal
tcp,klogin,0,0,99,17,255,17,neptune
tcp,http,346,1798,4,4,114,184,normal
icmp,urp_i,183,0,2,1,255,3,normal
tcp,http,0,0,1,1,68,68,normal
tcp,netbios_ns,0,0,134,19,255,19,neptune
tcp,http,203,2557,16,30,85,255,normal
tcp,private,0,0,121,1,69,1,neptune
tcp,time,0,0,2,2,10,10,normal
tcp,ftp_data,5133876,0,1,1,9,34,warezclient
icmp,eco_i,18,0,1,1,1,140,ipsweep
tcp,http,289,1719,26,28,255,255,normal
tcp,ftp_data,0,0,32,15,232,55,neptune
tcp,ftp_data,3468,0,21,21,200,77,normal
tcp,http,294,2591,2,2,2,255,normal
tcp,http,281,3232,15,17,255,255,normal
udp,private,105,147,2,2,89,83,normal
tcp,http,285,247,1,4,24,255,normal
tcp,http,273,6801,4,4,68,255,normal
tcp,http,162,13187,1,2,79,79,normal
tcp,http,266,1963,12,12,31,255,normal
tcp,systat,0,0,234,13,255,12,neptune
tcp,http,54540,8314,5,5,255,255,back
tcp,http,323,310,21,21,29,255,normal
tcp,hostnames,0,0,297,20,255,7,neptune
tcp,http,316,268,9,9,255,225,normal
tcp,private,0,0,148,17,255,17,neptune
tcp,private,0,0,205,4,255,4,neptune
tcp,private,0,0,135,19,255,20,neptune
tcp,sql_net,0,0,94,8,255,3,neptune
tcp,netbios_dgm,0,0,102,14,255,14,neptune
udp,domain_u,45,114,1,2,239,218,normal
tcp,http,195,10849,2,3,5,255,normal
tcp,finger,7,139,6,1,67,4,normal
icmp,urp_i,181,0,2,1,255,65,normal
tcp,time,0,0,276,20,255,20,neptune
icmp,ecr_i,1032,0,397,397,255,255,smurf
tcp,private,0,0,292,18,255,34,neptune
icmp,eco_i,8,0,1,48,1,159,ipsweep
tcp,http,318,10976,4,15,18,255,normal
tcp,telnet,1154,176690,1,1,15,4,normal
tcp,private,0,0,6,6,255,24,neptune
tcp,private,0,0,150,19,255,19,neptune
tcp,http,238,1856,13,13,248,255,normal
udp,private,28,0,22,22,255,22,teardrop
tcp,private,0,0,102,1,255,1,neptune
tcp,http,222,1206,26,27,26,255,normal
udp,private,28,0,46,45,255,45,teardrop
tcp,smtp,1515,335,1,2,131,164,normal
tcp,smtp,748,331,1,1,72,192,normal
tcp,netstat,0,0,50,7,255,7,neptune
udp,domain_u,44,69,114,114,255,255,normal
tcp,private,0,0,142,10,255,1,neptune
tcp,http,0,0,1,2,16,255,normal
tcp,private,0,0,248,13,255,13,neptune
tcp,http,224,688,25,26,25,255,normal
tcp,ftp_data,246,0,1,1,1,46,warezclient
tcp,http,0,0,1,1,43,255,normal
tcp,http,310,2251,45,67,255,255,normal
tcp,private,0,0,126,17,255,17,neptune
tcp,efs,0,0,146,13,255,13,neptune
tcp,hostnames,0,0,292,25,255,25,neptune
icmp,eco_i,18,0,1,1,1,133,ipsweep
tcp,http,220,1753,35,35,34,255,normal
tcp,finger,0,0,287,19,255,19,neptune
tcp,http,195,1042,5,9,255,255,normal
tcp,telnet,127,10471,1,1,83,3,normal
udp,other,145,105,1,1,255,1,normal
icmp,eco_i,8,0,1,33,1,169,ipsweep
tcp,bgp,0,0,205,3,255,3,neptune
udp,domain_u,33,0,1,1,231,28,normal
tcp,private,0,0,107,16,255,13,neptune
tcp,smtp,2074,331,1,1,132,165,normal
udp,domain_u,46,190,293,293,255,251,normal
icmp,eco_i,8,0,1,7,2,32,ipsweep
tcp,csnet_ns,0,0,267,11,255,11,neptune
tcp,http,227,853,7,7,255,255,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,courier,0,0,111,9,255,9,neptune
tcp,http,0,0,20,9,102,29,neptune
tcp,name,0,0,242,14,255,27,neptune
tcp,http,327,2662,12,18,255,255,normal
tcp,http,312,327,5,26,244,255,normal
udp,private,28,0,37,37,250,37,teardrop
tcp,systat,0,0,228,15,255,15,neptune
tcp,http,54540,8314,4,4,50,50,back
tcp,private,0,0,95,1,255,1,satan
tcp,ftp_data,5133876,0,1,1,4,16,warezclient
tcp,klogin,0,0,131,19,255,19,neptune
udp,domain_u,43,130,121,187,255,255,normal
tcp,daytime,0,0,257,1,255,1,neptune
icmp,eco_i,8,0,1,17,1,205,ipsweep
tcp,ftp_data,252,0,2,2,4,109,normal
tcp,http,289,2658,37,40,255,255,normal
icmp,eco_i,8,0,1,24,2,86,ipsweep
tcp,ftp_data,5319,0,9,9,255,81,normal
tcp,pop_2,0,0,254,20,255,20,neptune
tcp,http,54540,8314,5,5,18,18,back
tcp,daytime,0,0,260,7,255,8,neptune
tcp,domain,0,0,299,7,255,7,neptune
tcp,http,286,20424,1,3,255,255,normal
tcp,private,0,0,184,2,255,2,portsweep
tcp,http,235,1694,2,7,182,255,normal
tcp,http,296,422,1,2,255,255,normal
tcp,http,221,1408,13,13,255,255,normal
tcp,http,199,30328,2,2,255,255,normal
icmp,ecr_i,520,0,419,419,255,255,smurf
udp,other,147,105,1,1,255,1,normal
tcp,http,215,2020,13,14,61,255,normal
tcp,smtp,1567,476,1,2,124,107,normal
tcp,http,211,3115,15,15,15,255,normal
tcp,courier,0,0,149,19,255,9,neptune
icmp,eco_i,8,0,1,30,1,121,ipsweep
tcp,smtp,972,330,2,2,233,23,normal
tcp,time,0,0,176,17,255,17,neptune
tcp,http,227,9986,14,24,255,255,normal
tcp,time,0,0,237,19,255,19,neptune
tcp,other,0,0,509,1,255,1,satan
udp,domain_u,44,133,205,205,130,91,normal
udp,other,145,105,5,1,255,1,normal
tcp,ctf,0,0,249,20,255,1,neptune
tcp,netstat,0,0,225,24,255,24,neptune
tcp,http,321,2335,16,23,43,255,normal
tcp,ftp,283,907,1,1,239,59,normal
tcp,smtp,601,341,1,3,116,166,normal
udp,other,1,0,8,8,255,8,satan
udp,domain_u,34,88,1,2,255,249,normal
tcp,http,54540,8314,7,7,255,255,back
tcp,http,321,1306,18,19,255,255,normal
tcp,http,0,0,1,1,5,253,normal
tcp,http,288,4872,11,11,255,255,normal
tcp,http_443,0,0,116,12,255,12,neptune
tcp,smtp,2276,335,1,1,29,212,normal
tcp,http,297,784,17,17,105,255,normal
tcp,http,204,2056,4,4,170,255,normal
tcp,http,286,13635,4,4,28,255,normal
tcp,http,193,758,2,2,26,255,normal
tcp,http,329,782,11,13,255,255,normal
tcp,http,197,253,8,8,167,255,normal
tcp,netbios_ssn,0,0,100,15,255,4,neptune
tcp,http,271,3315,7,7,255,255,normal
tcp,http,331,2263,4,4,115,255,normal
tcp,Z39_50,0,0,279,16,255,16,neptune
tcp,private,0,0,115,11,255,5,neptune
tcp,http,155,4187,9,9,184,184,normal
tcp,http,218,667,2,4,255,255,normal
tcp,smtp,1553,329,1,4,34,26,normal
tcp,private,0,0,106,9,255,9,neptune
tcp,http,336,2710,8,8,20,255,normal
icmp,eco_i,18,0,1,1,4,255,ipsweep
udp,domain_u,44,44,5,6,25,24,normal
tcp,smtp,1708,330,1,3,5,150,normal
udp,other,1,0,8,8,255,8,satan
tcp,http,54540,8314,3,4,255,255,back
tcp,http,197,10216,2,2,42,255,normal
tcp,http,333,10861,18,30,220,255,normal
udp,private,105,145,1,1,255,198,normal
tcp,auth,0,0,273,13,255,13,neptune
tcp,http,233,2213,7,7,18,255,normal
tcp,finger,0,0,56,14,255,56,neptune
icmp,eco_i,8,0,1,48,1,46,ipsweep
tcp,telnet,0,0,74,17,255,58,neptune
tcp,ftp_data,0,0,37,9,255,55,neptune
tcp,ftp_data,3475,0,1,1,198,45,normal
tcp,smtp,1112,307,1,1,225,100,normal
tcp,private,0,0,143,20,255,12,neptune
tcp,Z39_50,0,0,224,12,255,12,neptune
tcp,http,308,2507,6,10,74,67,normal
tcp,private,0,0,149,6,255,4,neptune
tcp,private,0,0,1,1,7,1,ipsweep
tcp,smtp,3873,337,1,1,153,156,normal
tcp,private,0,0,1,1,173,1,portsweep
tcp,private,0,0,137,17,255,7,neptune
udp,domain_u,45,74,139,142,255,226,normal
tcp,private,0,0,1,1,255,1,portsweep
tcp,http,206,3644,2,2,38,255,normal
tcp,http,278,2380,1,1,4,255,normal
tcp,smtp,1408,335,1,3,19,165,normal
tcp,http,297,9287,2,2,167,255,normal
tcp,smtp,1537,334,1,2,152,156,normal
tcp,private,0,0,50,13,255,13,neptune
tcp,http,293,1040,11,14,255,255,normal
icmp,urh_i,36,0,1,1,103,23,normal
tcp,IRC,1000,5740,1,1,32,13,normal
icmp,eco_i,8,0,1,25,3,71,nmap
tcp,http,175,497,2,4,18,255,normal
tcp,csnet_ns,0,0,264,7,255,14,neptune
tcp,smtp,1719,369,1,1,103,226,normal
udp,domain_u,42,42,3,7,102,102,normal
udp,domain_u,42,42,7,13,95,95,normal
tcp,ftp,235,769,1,1,231,43,normal
tcp,csnet_ns,0,0,264,10,255,10,neptune
tcp,netbios_ns,0,0,261,6,255,6,neptune
tcp,private,0,0,248,11,255,20,neptune
tcp,smtp,686,330,1,1,99,96,normal
tcp,private,0,0,1,1,191,1,portsweep
tcp,http,298,4930,4,24,178,255,normal
icmp,urp_i,181,0,2,1,255,5,normal
tcp,finger,6,0,1,1,47,10,normal
tcp,http,229,1425,12,12,109,241,normal
tcp,http,269,9287,1,1,63,255,normal
udp,domain_u,44,125,236,316,255,253,normal
tcp,http,307,2698,5,9,126,119,normal
tcp,courier,0,0,110,16,255,12,neptune
tcp,http,294,1721,12,12,172,255,normal
tcp,http,294,1718,7,7,63,255,normal
tcp,http,230,29228,6,6,250,255,normal
udp,domain_u,45,125,74,154,255,200,normal
tcp,smtp,1287,366,1,1,8,239,normal
tcp,http,233,6943,6,44,255,255,normal
tcp,http,0,0,3,3,3,255,normal
tcp,http,199,2200,10,10,10,255,normal
tcp,private,0,0,243,2,255,2,neptune
tcp,private,0,0,107,18,255,18,neptune
udp,private,1,0,58,31,255,96,satan
tcp,netstat,0,0,293,18,255,18,neptune
tcp,private,0,0,1,1,49,1,ipsweep
udp,private,105,146,2,2,255,235,normal
tcp,ftp_data,9,0,2,2,4,50,normal
tcp,http,271,2418,2,2,1,1,normal
udp,private,28,0,62,62,255,29,teardrop
udp,private,28,0,69,69,141,69,teardrop
tcp,http,320,1272,29,50,33,54,normal
tcp,netbios_ssn,0,0,1,1,255,1,portsweep
tcp,private,0,0,203,16,255,16,neptune
tcp,uucp,0,0,106,1,255,1,neptune
tcp,private,0,0,90,15,255,1,neptune
tcp,bgp,0,0,247,4,255,4,neptune
tcp,imap4,0,0,284,13,255,9,neptune
tcp,ctf,0,0,209,20,255,20,neptune
tcp,vmnet,0,0,147,3,255,3,neptune
udp,domain_u,42,42,42,42,255,254,normal
tcp,http,311,396,6,6,255,255,normal
tcp,http,170,19109,1,1,77,255,normal
tcp,http,327,1921,3,3,57,255,normal
tcp,private,0,0,140,15,255,15,neptune
tcp,private,0,0,132,3,255,20,neptune
tcp,smtp,1647,336,1,2,21,145,normal
icmp,eco_i,8,0,1,16,2,86,ipsweep
udp,domain_u,43,70,168,170,255,229,normal
tcp,http,308,897,7,7,37,255,normal
udp,domain_u,46,117,19,19,255,162,normal
icmp,eco_i,8,0,1,36,2,254,nmap
udp,domain_u,46,46,113,113,255,245,normal
tcp,finger,0,0,17,17,77,23,neptune
icmp,eco_i,30,0,2,2,255,4,normal
tcp,http,54540,8314,3,3,87,87,back
tcp,private,0,0,227,25,255,25,neptune
tcp,http,319,269,4,5,107,255,normal
tcp,http,218,482,5,5,110,255,normal
tcp,private,0,0,285,15,255,15,neptune
tcp,http,278,2208,18,18,96,255,normal
tcp,http,237,1280,8,23,9,255,normal
tcp,whois,0,0,143,10,255,10,neptune
tcp,smtp,0,82,1,1,6,79,ipsweep
udp,other,147,105,6,2,255,4,normal
tcp,other,0,0,1,1,255,1,portsweep
tcp,telnet,5386,391074,1,1,255,2,normal
tcp,ftp_data,383,0,2,2,188,87,normal
tcp,http,319,9432,18,18,18,255,normal
tcp,nntp,0,0,193,18,255,18,neptune
tcp,ftp_data,5135678,0,1,1,5,32,warezclient
tcp,ftp_data,192,0,1,1,255,117,normal
tcp,http,290,483,16,16,255,255,normal
tcp,http,155,9618,2,3,74,255,normal
tcp,private,0,0,188,20,255,16,neptune
udp,domain_u,97,0,1,2,109,84,normal
tcp,sunrpc,0,0,264,10,255,10,neptune
tcp,other,1,0,2,2,255,2,portsweep
tcp,iso_tsap,0,0,215,6,255,6,neptune
icmp,urp_i,78,0,5,2,255,26,normal
tcp,private,0,0,1,1,209,1,portsweep
tcp,http,327,1817,2,2,255,255,normal
tcp,private,0,0,218,24,255,24,neptune
tcp,http,226,673,13,16,255,255,normal
tcp,ftp_data,12,0,2,1,55,69,normal
tcp,bgp,0,0,291,23,255,23,neptune
tcp,ftp_data,334,0,2,2,2,14,warezclient
